"COUNTRY_NAME","LON","LAT"
"Afghanistan",66.0866902219283,33.8563992816907
"Angola",17.5029119215871,-12.2915534387057
"Albania",20.0324264314432,41.1413533060488
"United Arab Emirates",54.2067147615963,23.8686336533476
"Argentina",-65.149543390921,-35.2201719959357
"Armenia",45.0002900110148,40.2166076123014
"Antarctica",21.2843929379917,-80.5227821964828
"Fr. S. and Antarctic Lands",69.5315804704237,-49.306454911672
"Australia",134.376078573618,-25.5607640622395
"Austria",14.0761588843371,47.6139487927463
"Azerbaijan",47.6805826775147,40.2805336536841
"Burundi",29.9139008930711,-3.37739181242858
"Belgium",4.5808315906517,50.6524426064521
"Benin",2.33737755349616,9.64743078066371
"Burkina Faso",-1.77653745205594,12.3116504941367
"Bangladesh",90.267928277196,23.8394617953441
"Bulgaria",25.1951109532771,42.7531187620217
"Bahamas",-77.9158047935553,24.506399672715
"Bosnia and Herz.",17.816883421298,44.1807678413862
"Belarus",27.9813539869037,53.5063444047513
"Belize",-88.7034212529932,17.1970899114515
"Bolivia",-64.6414056060311,-16.7289870153058
"Brazil",-53.0543400357671,-10.8067736434989
"Brunei",114.91510877394,4.69025054252064
"Bhutan",90.4724248062037,27.427968649102
"Botswana",23.7730814657894,-22.0997113788264
"Central African Rep.",20.3743472912439,6.5427787059213
"Canada",-101.569822125212,57.7487688035733
"Switzerland",8.11830061338549,46.7917376836676
"Chile",-71.6709451193705,-37.3418318678577
"China",103.865365256658,36.6094323800447
"Ivory Coast",-5.61204364522522,7.55375500701049
"Cameroon",12.6115525151366,5.66309813030213
"Congo (Kinshasa)",23.5829558314791,-2.85027571109567
"Congo (Brazzaville)",15.1344617674135,-0.837801087225289
"Colombia",-73.0777320869748,3.9272138627097
"Costa Rica",-84.1754230960095,9.96567112746452
"Cuba",-78.9606849097026,21.6317515410252
"N. Cyprus",33.5582859592249,35.2739576812597
"Cyprus",33.0395538029541,34.9070608509434
"Czech Rep.",15.3345581023658,49.775245294369
"Germany",10.2884850927429,51.1337226904078
"Djibouti",42.4980197360445,11.7730443955339
"Denmark",9.31077778380468,56.2196262364472
"Dominican Rep.",-70.4623584569753,18.8844870879823
"Algeria",2.59804779161835,28.1854812786575
"Ecuador",-78.3841667460837,-1.45477170554058
"Egypt",29.8444615131244,26.5066199997495
"Eritrea",38.6781773422143,15.4272756579179
"Spain",-3.61702060238737,40.3486561062267
"Estonia",25.8247283753199,58.643695240707
"Ethiopia",39.5512557929378,8.65399918813263
"Finland",26.2117646973945,64.5040939185674
"Fiji",177.997070183364,-17.8309358925448
"Falkland Is.",-59.4209727931102,-51.7132217655118
"France",2.33908864602935,46.6064633728632
"Gabon",11.687751174902,-0.647048139804029
"United Kingdom",-2.65799297938563,53.8833587148482
"Georgia",43.4815404197817,42.1620186998314
"Ghana",-1.2369685557064,7.92865181309965
"Guinea",-11.0608537411855,10.4482728772713
"Gambia",-15.4318728077308,13.4753343587017
"Guinea Bissau",-15.1106237516679,12.0227043823257
"Eq. Guinea",10.366031325064,1.64586431996008
"Greece",22.5638881957888,39.3417465829272
"Greenland",-41.500181114921,74.7704876939898
"Guatemala",-90.3694583605315,15.6993606120269
"Guyana",-58.9712031085625,4.79022537517476
"Honduras",-86.5899638380155,14.8229470816529
"Croatia",16.5661911066622,45.0162343679711
"Haiti",-72.6580133053558,18.9007006918433
"Hungary",19.3576286277459,47.1999511719543
"Indonesia",114.022683532525,-0.254301557222141
"India",79.5937037632538,22.9250064074085
"Ireland",-8.01023654487701,53.1805912099501
"Iran",54.2854514968914,32.5189173176254
"Iraq",43.7569114187134,33.0368223410367
"Iceland",-18.7610287708318,65.0742763352911
"Israel",35.0038500487362,31.4849178149654
"Italy",12.2194764873985,43.472476107586
"Jamaica",-77.3242548016489,18.1376361278684
"Jordan",36.7794549063252,31.2454905847484
"Japan",136.881947315984,36.019075365944
"Kazakhstan",67.2846086074656,48.1916620924959
"Kenya",37.7915552866614,0.59596625217695
"Kyrgyzstan",74.6204048109256,41.5068937131826
"Cambodia",104.876085325252,12.6847286293935
"South Korea",127.821317128331,36.4275986041549
"Kosovo",20.8953524811979,42.5793648258259
"Kuwait",47.6000988876264,29.3072666340336
"Laos",103.750259895045,18.4449780890361
"Lebanon",35.8709863200164,33.9118272078199
"Liberia",-9.41083615437112,6.431619862253
"Libya",17.9743527791604,26.9974604070203
"Sri Lanka",80.6672357493165,7.70053441724811
"Lesotho",28.1701052951705,-29.625290493692
"Lithuania",23.8806402758435,55.2843194847661
"Luxembourg",5.965223432344,49.765705074151
"Latvia",24.8332961498035,56.8071751342793
"Morocco",-8.42047954454964,29.8853946983021
"Moldova",28.4104827908033,47.2036764260676
"Madagascar",46.6911709147164,-19.3561140778288
"Mexico",-102.576349523987,23.9353719022448
"Macedonia",21.6978968161401,41.6059289307594
"Mali",-3.54329433945334,17.2677720617007
"Myanmar",96.5058409420615,21.0169998737738
"Montenegro",19.2861809671983,42.7890383314013
"Mongolia",102.946405186338,46.8236825035482
"Mozambique",35.4726171541248,-17.2304465978137
"Mauritania",-10.326396925235,20.2092672063538
"Malawi",34.1936053255793,-13.1728327166619
"Malaysia",114.675513963341,3.54811177078971
"Namibia",17.1561681261941,-22.0997769317311
"New Caledonia",165.534474600875,-21.2613576125265
"Niger",9.32442933817723,17.3455523533292
"Nigeria",7.99512775408979,9.54831841820997
"Nicaragua",-85.0203185008025,12.848190428037
"Netherlands",5.5122171009654,52.2987003744418
"Norway",14.2447798911761,64.5365303290185
"Nepal",84.0131736769253,28.2394400190494
"New Zealand",170.513011374997,-43.9858177329728
"Oman",56.0975985265049,20.581080291961
"Pakistan",69.4139980631813,29.9734600255474
"Panama",-80.1091648354938,8.53001938886466
"Peru",-74.3918058168472,-9.19156290513455
"Philippines",121.54444242782,15.7509443494214
"Papua New Guinea",144.3312155576,-6.6450071344689
"Poland",19.3110143084487,52.1482602193319
"Puerto Rico",-66.4792222769551,18.2372245709719
"North Korea",127.165016762812,40.1430208608446
"Portugal",-8.05576558829569,39.6340497749782
"Paraguay",-58.3873878335057,-23.2480419462921
"Qatar",51.1835025789133,25.3218509742067
"Romania",24.9432524946354,45.857101035738
"Russia",99.2165267869251,61.6925647074082
"Rwanda",29.91896583708,-2.0135155258787
"W. Sahara",-12.1378311116078,24.2911729602086
"Saudi Arabia",44.5163637682647,24.1232898391053
"Sudan",29.8626040122579,15.9905850031167
"S. Sudan",30.1986175822752,7.29288971481829
"Senegal",-14.5098027858594,14.354139988452
"Solomon Is.",159.102498415282,-7.90210767639019
"Sierra Leone",-11.7952574285599,8.53035372615304
"El Salvador",-88.8729031703238,13.7260916257942
"Somalia",45.8571374954459,6.04769726555669
"Serbia",20.8196512674302,44.2330372036352
"Suriname",-55.9114562995207,4.12000803175888
"Slovakia",19.5076571474337,48.7267113517275
"Slovenia",14.9381523207957,46.1254220590104
"Sweden",16.596265846848,62.8114849680803
"Swaziland",31.3952559020653,-26.48985528852
"Syria",38.5442394196114,35.012614281129
"Chad",18.5813295253329,15.3288673998397
"Togo",0.996403943670358,8.43954195466961
"Thailand",101.006133546261,15.0169749914165
"Tajikistan",71.0344350489611,38.5830814642108
"Turkmenistan",59.2754302623614,39.0912401801758
"East Timor",125.966300273684,-8.767760362467
"Trinidad and Tobago",-61.3303669144496,10.4282370892019
"Tunisia",9.53471612069583,34.1729390368824
"Turkey",35.3921024579343,38.990729727953
"Taiwan",120.974800737486,23.7409649797849
"Tanzania",34.7529881314612,-6.2577327208456
"Uganda",32.3575481537239,1.29548696309712
"Ukraine",31.3695330803563,48.9730179682021
"Uruguay",-56.0032786665485,-32.7809043652308
"United States",-99.0602406280213,39.5015541259931
"Uzbekistan",63.2036395282317,41.7486026646522
"Venezuela",-66.1638272783024,7.16213226763901
"Vietnam",106.285840797052,16.6579377532549
"Vanuatu",166.907229448289,-15.223343351429
"West Bank",35.2733196228902,31.9411366224152
"Yemen",47.5350447585435,15.913231950143
"South Africa",25.1173962123943,-28.9621061911244
"Zambia",27.7275919399822,-13.3950675200576
"Zimbabwe",29.7885483718925,-18.9069879478588
"Aruba",-69.9826746626789,12.5208888076395
"Anguilla",-63.0649846365786,18.2239669201426
"Aland",19.9439923644189,60.2313432325258
"Andorra",1.56053368138701,42.5422917438576
"American Samoa",-170.718018603403,-14.3044892244712
"Ashmore and Cartier Is.",123.583830395207,-12.4299425495477
"Antigua and Barb.",-61.7899699746958,17.0777697580002
"Bahrain",50.5419775945717,26.0420084475439
"St. Barthelemy",-62.8406871218631,17.8988104467654
"Bermuda",-64.7545418561635,32.3136859409993
"Barbados",-59.5598019757084,13.181453712112
"Cook Is.",-159.787241500845,-21.2192681258932
"Comoros",43.3391419377307,-11.6543926102601
"Cape Verde",-23.6371401003925,15.0823919136513
"Curacao",-68.9712224972114,12.1955244291908
"Cayman Is.",-81.2850285902745,19.3208742016015
"Dominica",-61.3577312205721,15.4394721104304
"Faroe Is.",-6.88474585163735,62.1701778302825
"Micronesia",158.232506012971,6.885856028685
"Gaza",34.3475711924388,31.3915035298302
"Guernsey",-2.57240157871556,49.4680985526891
"Grenada",-61.6821941456354,12.1172554979901
"Guam",144.76792243084,13.4416654993963
"Hong Kong",114.139181322989,22.4391838902362
"Heard I. and McDonald Is.",73.5205271232733,-53.0872530094742
"Isle of Man",-4.53873821925197,54.2241964959162
"Indian Ocean Ter.",105.662366847004,-10.492682639397
"Br. Indian Ocean Ter.",72.4454023895184,-7.33058251083761
"Jersey",-2.12687654805867,49.2183748817394
NA,77.1801128668646,35.3923661893744
"Kiribati",-157.374186269978,1.85444780186423
"St. Kitts and Nevis",-62.7476142099752,17.3268884763762
"Saint Lucia",-60.9696932930525,13.8947836988857
"Liechtenstein",9.53573593588932,47.1366544675059
"Macau",113.509331017656,22.2231080710022
"St. Martin",-63.0597162297974,18.0888933060111
"Monaco",7.40628054855021,43.7527611510683
"Maldives",73.4108974789595,3.26075421154281
"Marshall Is.",171.186340561804,7.10593596841922
"Malta",14.4432778112262,35.8900277985409
"N. Mariana Is.",145.743716168153,15.18094108053
"Montserrat",-62.1851980662482,16.7394136121987
"Mauritius",57.5712075751435,-20.2777156000252
"Norfolk Island",167.949201990469,-29.0514384504255
"Niue",-169.869953698235,-19.0494622961274
"Nauru",166.932585170111,-0.51914199325776
"Pitcairn Is.",-128.317040934376,-24.3649859521601
"Palau",134.580500475813,7.51298095466193
"Fr. Polynesia",-149.42024633492,-17.6633153154254
"Singapore",103.817253203119,1.3587706612637
"S. Geo. and S. Sandw. Is.",-36.6890242981307,-54.364441172303
"Saint Helena",-5.71619681220758,-15.9589019504586
"San Marino",12.4592302885042,43.9418693891138
"St. Pierre and Miquelon",-56.3269522520272,46.9461572292346
"Sao Tome and Principe",6.60659765020832,0.238118222181072
"Sint Maarten",-63.0571328245391,18.0508181287823
"Seychelles",55.4760199730252,-4.66097820954032
"Turks and Caicos Is.",-71.7413994537274,21.8116954012658
"Tonga",-175.217117962125,-21.1666224149906
"Vatican",12.4338625450107,41.901740970204
"St. Vin. and Gren.",-61.1957576135671,13.2541174308126
"British Virgin Is.",-64.6214096128412,18.4230041780536
"U.S. Virgin Is.",-64.7716144516427,17.7412760147706
"Wallis and Futuna",-178.129564017578,-14.2857291836169
"Samoa",-172.437425875887,-13.6307928846819
"Tuvalu",179.205140647693,-8.50403162631303
"French Guiana",-53.17471,3.833223
